mean,max,enemy,run
5.779429899794692,47.860115447773744,3,8
5.399939010978588,57.03899466037673,3,8
7.6916096757608,65.87094978993946,3,8
10.055013933641506,66.02619038813074,3,8
11.378104470921254,66.02619038813074,3,8
13.601497931584147,66.02619038813074,3,8
14.226558667037782,66.11112204166712,3,8
13.450801291193706,66.11112204166712,3,8
15.488996895991336,66.11112204166712,3,8
17.244120280149613,74.74233241211736,3,8
16.985308566307413,74.74233241211736,3,8
18.7979602632071,75.3062678611973,3,8
21.5604182901243,75.3062678611973,3,8
19.409489667790414,75.3062678611973,3,8
20.438705076577477,75.3062678611973,3,8
20.365237894656726,75.3062678611973,3,8
21.856415963607457,75.3062678611973,3,8
21.941834837195156,75.3062678611973,3,8
22.87398269511883,75.3062678611973,3,8
22.48784125594968,75.3062678611973,3,8
22.703704807967746,75.3062678611973,3,8
23.454421466793832,75.3062678611973,3,8
24.314823222020625,75.3062678611973,3,8
24.62985217901159,75.3062678611973,3,8
26.334931951607544,75.3062678611973,3,8
26.570437731320464,75.3062678611973,3,8
26.66466232892783,75.3062678611973,3,8
27.853561964034125,75.3062678611973,3,8
30.078465968761442,75.3062678611973,3,8
30.00498558454003,75.3062678611973,3,8
