mean,max,enemy,run
5.0217701703486135,66.62472159231584,7,3
5.022018411352867,85.32394224923465,7,3
6.930386476402807,85.32394224923465,7,3
11.037268809646006,85.33129244001466,7,3
12.339037721615123,88.50324619773176,7,3
16.334872531130664,88.50324619773176,7,3
16.735501345314976,88.50324619773176,7,3
19.648988115474477,88.50324619773176,7,3
19.636305125939206,88.50324619773176,7,3
22.88452836080019,88.50324619773176,7,3
22.989054261031246,93.04304739758638,7,3
28.22401885026651,93.04304739758638,7,3
26.910512841813123,93.04304739758638,7,3
29.670180803296454,93.04304739758638,7,3
31.55498079901902,93.04304739758638,7,3
31.212751993549276,93.04304739758638,7,3
33.96516762179534,93.04304739758638,7,3
34.38156827622939,93.04304739758638,7,3
38.579001083498426,93.04304739758638,7,3
36.68665908350961,93.04304739758638,7,3
40.57307895807174,93.04304739758638,7,3
39.53550474420953,93.04304739758638,7,3
38.64622923955762,93.04304739758638,7,3
41.29994206202208,93.04304739758638,7,3
42.474516947597536,93.04304739758638,7,3
42.924985935970355,93.04304739758638,7,3
42.7668299162791,93.04304739758638,7,3
43.00332279713917,93.04304739758638,7,3
44.33609184633609,93.04304739758638,7,3
45.762864898951335,93.04304739758638,7,3
