mean,max,enemy,run
8.863259703027914,90.93703951986404,2,1
10.703172672496125,90.93703951986404,2,1
12.119795882139421,90.93703951986404,2,1
15.362530645106766,90.93703951986404,2,1
18.860678626008838,92.09061166337202,2,1
20.06444131262647,92.09061166337202,2,1
23.671071211764097,92.57237888630937,2,1
25.05378405767088,92.62385026742616,2,1
27.531981062007084,92.62385026742616,2,1
30.957510882087234,92.62385026742616,2,1
34.399955368514,92.62385026742616,2,1
34.09214021160946,92.62385026742616,2,1
35.04066864896709,93.36304739758637,2,1
36.86574474346078,93.36304739758637,2,1
37.79850203898759,93.36304739758637,2,1
37.08956036386747,93.36304739758637,2,1
40.58107666231065,93.36304739758637,2,1
42.73374148566494,93.36304739758637,2,1
44.36988660567429,93.36304739758637,2,1
45.03022322100249,94.67010128507692,2,1
44.79379350159701,94.67010128507692,2,1
46.65676829348964,94.67010128507692,2,1
50.00153654986921,94.67010128507692,2,1
49.474895823378624,94.67010128507692,2,1
51.76474802061459,94.67010128507692,2,1
52.70930924446668,94.67010128507692,2,1
51.2121296649021,94.67010128507692,2,1
53.37289874608912,94.67010128507692,2,1
51.57087518181809,94.67010128507692,2,1
56.060958588965875,94.67010128507692,2,1
