mean,max,enemy,run
1.5376448195526846,48.95014399275046,3,10
1.6142830078609665,48.95014399275046,3,10
3.8956332770769144,74.74617118842453,3,10
4.746697891423179,74.74617118842453,3,10
6.3216797833708505,74.74617118842453,3,10
8.127988751000572,74.74617118842453,3,10
10.4467608098604,74.74617118842453,3,10
11.132026496696913,74.74617118842453,3,10
12.75311368771875,74.74617118842453,3,10
12.88639878529363,74.74617118842453,3,10
14.03269907590302,74.74617118842453,3,10
15.417616744264347,74.8536707423311,3,10
16.981350239970247,74.8536707423311,3,10
17.936503792974957,74.8536707423311,3,10
18.697545292591755,87.79140997390337,3,10
20.882418163915027,87.79140997390337,3,10
19.43575845417834,87.79140997390337,3,10
20.373754938804574,87.79140997390337,3,10
20.1014483979571,87.79140997390337,3,10
21.669696508039234,87.79140997390337,3,10
20.592260189975676,87.79140997390337,3,10
22.715541623968893,87.79140997390337,3,10
22.641681250738,87.79140997390337,3,10
22.705241808993712,87.79140997390337,3,10
23.012962926140872,87.79140997390337,3,10
26.032933515471516,87.79140997390337,3,10
25.380208721797285,87.79140997390337,3,10
25.20367079907628,87.79140997390337,3,10
26.93907552992532,87.79140997390337,3,10
27.35949448294267,87.79140997390337,3,10
