mean,max,enemy,run
9.659430084829317,89.56956207860756,2,3
10.93160262813104,91.77946500072771,2,3
14.877719036181583,91.77946500072771,2,3
18.835057230425722,91.77946500072771,2,3
22.793243966169648,92.24704041507837,2,3
25.632638271654884,92.24704041507837,2,3
28.64419851959383,92.24704041507837,2,3
32.54881961377859,92.24704041507837,2,3
34.949882921420574,92.29061166337202,2,3
35.51589990578525,92.29061166337202,2,3
38.80191951459785,92.57237888630937,2,3
40.218461966058776,92.9959933129232,2,3
45.58024326844109,92.9959933129232,2,3
46.94096672743278,92.9959933129232,2,3
47.22526754485723,92.9959933129232,2,3
47.92479325796434,92.9959933129232,2,3
47.92920144525833,92.9959933129232,2,3
51.57971658626791,92.9959933129232,2,3
49.73210095001188,93.1489615464343,2,3
50.933236482984114,93.1489615464343,2,3
52.5283689836732,93.1489615464343,2,3
55.622961205056896,93.1489615464343,2,3
55.929596938563414,93.1489615464343,2,3
53.83828184661172,93.1489615464343,2,3
56.19562054020058,93.1489615464343,2,3
53.08944381848803,93.1489615464343,2,3
55.2944440654317,93.1489615464343,2,3
55.95166074059151,93.57946500072771,2,3
57.34779189705278,93.57946500072771,2,3
61.05616350854429,93.57946500072771,2,3
