mean,max,enemy,run
9.746462805512973,92.12700044143625,2,6
8.439655466044961,92.12700044143625,2,6
15.282605805841886,92.46246192029868,2,6
14.476439953019435,92.46246192029868,2,6
18.589644689094612,92.46246192029868,2,6
20.99703719105595,92.46246192029868,2,6
23.385037314018305,92.57611947915372,2,6
26.262237237880964,92.57611947915372,2,6
28.377195776629392,92.61261419415925,2,6
31.97030695355167,92.61261419415925,2,6
36.4155019465282,92.61261419415925,2,6
37.37399601259645,92.61261419415925,2,6
37.0620250451229,92.61261419415925,2,6
38.7207186864355,92.61261419415925,2,6
39.01316452559535,92.61261419415925,2,6
42.753061662125184,92.96521039683074,2,6
44.49246174789031,92.96521039683074,2,6
47.12144003002592,92.96521039683074,2,6
45.73281991771516,92.96521039683074,2,6
45.99782831321483,92.96521039683074,2,6
48.039882009524305,92.96521039683074,2,6
50.615900601371855,92.96521039683074,2,6
49.60422857610065,93.72700044143625,2,6
49.640750530827724,93.72700044143625,2,6
50.32261024484611,93.72700044143625,2,6
54.183258135963975,93.72700044143625,2,6
54.447196275565915,93.72700044143625,2,6
56.81879389699935,93.72700044143625,2,6
56.54789560538041,93.72700044143625,2,6
57.56123626268673,93.72700044143625,2,6
