mean,max,enemy,run
8.177902309770513,90.83547959267732,2,9
26.03078478922926,92.04704041507837,2,9
42.407029745592574,92.04704041507837,2,9
55.325891495721756,93.60150296873417,2,9
49.23268053044465,93.60150296873417,2,9
52.67596226378059,93.60150296873417,2,9
64.36556838848009,93.86246192029868,2,9
57.78917612854285,93.86246192029868,2,9
64.37400282231955,93.98936470590374,2,9
63.44140663849538,93.98936470590374,2,9
71.03529164233065,94.10624979919324,2,9
64.49108406252695,94.10624979919324,2,9
67.92394406463661,94.18936470590374,2,9
71.72404925305212,94.18936470590374,2,9
68.54137473140229,94.18936470590374,2,9
63.83964209887641,94.18936470590374,2,9
66.119375581216,94.18936470590374,2,9
70.95608756044072,94.18936470590374,2,9
64.4793332781297,94.18936470590374,2,9
66.31595791383754,94.18936470590374,2,9
69.05214076360392,94.18936470590374,2,9
69.77522405076806,94.18936470590374,2,9
69.54249761379677,94.18936470590374,2,9
71.87490427734824,94.18936470590374,2,9
71.32211766502111,94.18936470590374,2,9
65.02367093657892,94.18936470590374,2,9
63.0054768023016,94.18936470590374,2,9
74.66082837508151,94.18936470590374,2,9
68.16712245965095,94.18936470590374,2,9
68.17671391167137,94.18936470590374,2,9
