mean,max,enemy,run
1.5362394991644686,47.76558927428163,3,9
0.9488405590411514,57.427845967822236,3,9
4.7168142352798625,65.8472673052959,3,9
5.790809844469077,65.8472673052959,3,9
7.591833302325647,65.8472673052959,3,9
9.264794795254073,65.8472673052959,3,9
9.665402123255715,65.8472673052959,3,9
11.35559568309285,65.8472673052959,3,9
12.712087001636103,65.8472673052959,3,9
13.914655070904425,65.8472673052959,3,9
14.979539261345153,65.89075241723563,3,9
14.340184448151774,65.89075241723563,3,9
16.538063628914163,85.95499468596398,3,9
17.663638919860542,85.95499468596398,3,9
18.890393114040275,85.95499468596398,3,9
18.76450985299834,85.95499468596398,3,9
20.600474355370498,85.95499468596398,3,9
20.72245246231967,85.95499468596398,3,9
20.659432897638986,85.95499468596398,3,9
21.140687610844296,85.95499468596398,3,9
23.410371781299247,85.95499468596398,3,9
21.369662303597362,85.95499468596398,3,9
21.804709261685094,85.95499468596398,3,9
22.14820518014196,85.95499468596398,3,9
22.49765812640044,85.95499468596398,3,9
22.643219439757658,85.95499468596398,3,9
23.71923186902297,85.95499468596398,3,9
23.912418331688134,85.95499468596398,3,9
24.20840809079516,85.95499468596398,3,9
25.11806094225618,85.95499468596398,3,9
