mean,max,enemy,run
1.7758771634111272,39.17105438238979,3,4
8.812643168922422,57.71679627126201,3,4
13.838563179619486,74.99858512203885,3,4
14.121278728280267,74.99858512203885,3,4
18.23364728665284,74.99858512203885,3,4
19.7394152459625,74.99858512203885,3,4
20.49906683628395,74.99858512203885,3,4
23.409932737553646,74.99858512203885,3,4
21.978049968099732,87.6165036912183,3,4
22.261278965825667,87.6165036912183,3,4
23.190237633556762,87.6165036912183,3,4
24.613401924129573,87.6165036912183,3,4
24.07726554176169,87.6165036912183,3,4
27.202327057265297,87.6165036912183,3,4
30.637197244062516,87.6165036912183,3,4
31.123627292356765,87.6165036912183,3,4
27.945798838805768,87.6165036912183,3,4
30.26074024934709,87.6165036912183,3,4
29.726829768197447,87.6165036912183,3,4
30.862005243030698,87.6165036912183,3,4
32.86554820728347,87.6165036912183,3,4
31.201329122066504,87.6165036912183,3,4
35.78263002921622,87.6165036912183,3,4
33.65915704891033,87.6165036912183,3,4
33.638195882321334,87.6165036912183,3,4
32.581554722198305,92.22619038813075,3,4
27.276623914729107,92.22619038813075,3,4
31.576619817752036,92.22619038813075,3,4
35.34806003407997,92.22619038813075,3,4
35.77298876471399,92.22619038813075,3,4
