mean,max,enemy,run
5.7947201638277726,48.87603602059674,7,7
18.271412459635503,75.26990021702643,7,7
30.851875456564372,87.12808288660742,7,7
35.98829210312658,87.12808288660742,7,7
42.15377160052788,87.12808288660742,7,7
40.02946166737646,87.12808288660742,7,7
51.22530346115001,91.64801221164349,7,7
53.317551051543724,91.64801221164349,7,7
55.134526190474,91.87109579777979,7,7
54.84895364928843,92.40322890233345,7,7
56.07572576973439,92.40322890233345,7,7
52.89638258459176,92.40322890233345,7,7
56.413606777107354,92.40322890233345,7,7
51.31633149382391,92.40322890233345,7,7
60.59774366942033,92.40322890233345,7,7
54.88304421122646,92.40322890233345,7,7
58.141136877204666,92.40322890233345,7,7
63.14596170909459,92.43399989261957,7,7
63.62506603179742,92.43399989261957,7,7
61.183556067283305,92.43399989261957,7,7
62.543189651215606,92.43399989261957,7,7
61.500250132030295,92.43399989261957,7,7
61.72321013311875,92.43399989261957,7,7
61.488336588253304,92.43399989261957,7,7
55.237573608576895,92.43399989261957,7,7
58.277423983779215,92.43399989261957,7,7
54.51707957948076,92.43399989261957,7,7
59.39577644482244,92.43399989261957,7,7
58.41636743744691,92.43399989261957,7,7
58.43376508223044,92.6535612249423,7,7
