mean,max,enemy,run
7.046501818664341,93.06246192029869,2,6
24.294388915820996,93.06246192029869,2,6
37.77498482415899,93.06246192029869,2,6
55.06703113713209,93.32700044143624,2,6
61.93806067831644,93.86246192029868,2,6
60.335716123063186,93.86246192029868,2,6
63.1571452736957,93.86246192029868,2,6
62.2919875052617,93.86246192029868,2,6
61.16222585297326,93.86246192029868,2,6
65.31939476792424,94.76956207860756,2,6
67.05851282761891,94.76956207860756,2,6
63.85591726888951,94.76956207860756,2,6
57.77776149674063,94.76956207860756,2,6
63.04198063933033,94.76956207860756,2,6
66.80259954165413,94.76956207860756,2,6
68.17455525843097,94.76956207860756,2,6
64.0379535286909,94.76956207860756,2,6
64.21715421813151,94.76956207860756,2,6
65.05863756371475,94.76956207860756,2,6
64.54593762034936,94.77611947915372,2,6
68.34657150750428,94.77611947915372,2,6
74.34753740530552,94.77611947915372,2,6
70.99448123657663,94.77611947915372,2,6
75.5458754894459,94.77611947915372,2,6
69.5209892072155,94.77611947915372,2,6
64.3674523851293,94.77611947915372,2,6
70.91092619149578,94.77611947915372,2,6
67.2751518865751,94.77611947915372,2,6
68.54850912729142,94.77611947915372,2,6
64.68679787857712,94.77611947915372,2,6
