mean,max,enemy,run
2.2855966706880047,39.182888840036796,3,8
13.570457823398769,57.17991706964764,3,8
13.949599651851583,74.74041853593508,3,8
19.019210141778636,75.4316554962389,3,8
20.585097124243998,75.4316554962389,3,8
19.604390836916078,75.4316554962389,3,8
20.44843874444371,75.4316554962389,3,8
21.17739881882781,75.4316554962389,3,8
23.55604232515235,84.84302101441445,3,8
22.26899818622755,84.84302101441445,3,8
28.663974291411996,90.19611293289347,3,8
27.685060277999128,90.19611293289347,3,8
31.971099641990964,90.19611293289347,3,8
29.843339419978264,90.19611293289347,3,8
37.8664954047847,90.39342407327507,3,8
38.81687570469004,90.39342407327507,3,8
40.10853579522634,90.39342407327507,3,8
40.98038904918524,90.39342407327507,3,8
44.56410899749271,90.39342407327507,3,8
43.83740719500757,90.39342407327507,3,8
43.00711437279516,90.39342407327507,3,8
46.46093731013691,90.41998334634742,3,8
49.77905507219252,90.41998334634742,3,8
50.907130608964174,90.41998334634742,3,8
51.386631478729704,90.85796259441264,3,8
50.99350933571521,90.85796259441264,3,8
46.271956831506316,90.85796259441264,3,8
44.48975133503024,90.85796259441264,3,8
43.18243181516254,90.85796259441264,3,8
45.1532063495906,90.85796259441264,3,8
