mean,max,enemy,run
1.5277711464477504,47.77544157072464,3,7
8.419773703326355,56.75972415482923,3,7
13.764974832536222,56.75972415482923,3,7
18.63192747134202,74.74424995824663,3,7
21.561146809626997,74.88410787451697,3,7
21.60794627666561,89.79342407327508,3,7
21.528248791767282,89.79342407327508,3,7
18.44303486302029,89.79342407327508,3,7
23.290287923923117,89.79342407327508,3,7
23.20109642196527,89.79342407327508,3,7
25.110143611279305,89.79342407327508,3,7
23.92941169780231,89.79342407327508,3,7
24.81096830247353,89.79342407327508,3,7
25.370319203408958,89.79342407327508,3,7
25.120032471044397,89.79342407327508,3,7
22.632085342839606,89.79342407327508,3,7
26.652061217682267,89.79342407327508,3,7
26.879628134479375,89.84157530697021,3,7
26.6492401332479,89.84157530697021,3,7
27.904980918763677,89.84157530697021,3,7
28.940227145990498,89.84157530697021,3,7
29.481442326214815,89.84157530697021,3,7
28.856321498262222,89.84157530697021,3,7
28.43858752129778,89.84157530697021,3,7
27.563609019674963,89.84157530697021,3,7
30.059532154561616,89.84157530697021,3,7
28.248334490108213,89.84157530697021,3,7
33.28389524475207,89.84157530697021,3,7
27.895514053420428,89.84157530697021,3,7
31.399797350752298,89.84157530697021,3,7
