mean,max,enemy,run
7.239231646225914,92.43547959267731,2,2
25.797230229160434,92.43547959267731,2,2
41.21988020926308,92.43547959267731,2,2
47.35442396393552,92.47603602059674,2,2
54.10087914472989,94.18936470590374,2,2
59.10199879201276,94.18936470590374,2,2
61.03952957253555,94.18936470590374,2,2
56.737383411144584,94.18936470590374,2,2
60.783205532046125,94.18936470590374,2,2
63.47404588507331,94.18936470590374,2,2
64.93174267250232,94.18936470590374,2,2
67.60009377029598,94.70624979919323,2,2
69.52470021551535,94.70624979919323,2,2
71.11417246119414,94.70624979919323,2,2
71.78676219304701,94.70624979919323,2,2
76.12923710188889,94.70624979919323,2,2
75.96749939103807,94.70624979919323,2,2
74.84210140447499,94.70624979919323,2,2
80.29281493828574,94.70624979919323,2,2
73.50251912018776,94.70624979919323,2,2
74.12354186355395,94.70624979919323,2,2
77.05228608115848,94.70624979919323,2,2
70.77335236473547,94.70624979919323,2,2
72.94542397150308,94.70624979919323,2,2
71.98808083397444,94.70624979919323,2,2
79.2146146820994,94.70624979919323,2,2
76.19675112001845,94.70624979919323,2,2
71.79331847924598,94.70624979919323,2,2
71.93812384742976,94.70624979919323,2,2
78.54847576106619,94.70624979919323,2,2
